,0,1
258,وایقلبم پیشی چقد کوچولوعه‌ای جونم,"""غیرتنفر"""
259,ولی زن تو چون سینه هاشو انداخته بیرون آزادی کامل داره,"""تنفر"""
260,از من میشنوی جواب رد بده تا آبروت بیشتر نرفته,"""غیرتنفر"""
261,بعد که جدا شدین امیر همه نشونی‌های بدنتو لو میده,"""تنفر"""
262,فعلا همه چیزمان دردست همین ابلهانه و اونابرامون تصمیم میگیرند چه بپوشیم بخونیم بخوریم و این بدبختی یه ملته که سران مملکتش توخصوصی‌ترین کارهاشون هم دخالت کنند,"""تنفر"""
263,دنیا جهانبخت جلو شما کم اورده سحرجان,"""تنفر"""
264,واقعا مردم عزیز چتونه یا به ملیتش گیر میدین یا اسمش خب خوشتون نمیاد نیگاش نکنین امیدوارم خدا بهتون آرامش بده,"""غیرتنفر"""
265,آخه کاش یه بار یکی بیاد ببینه این معلما چه جور درس میدن بماند از از ساعت کاریشون میدزدن همیشه هم از والدین طلبکارن البته نه همه‌ی معلما بعضی‌ها,"""تنفر"""
266,چند سالته تا حالا زیر چند نفر خوابیدی مثل سگای ولگرد شدی هر کی رو چند قدمی راهی میکنی متاسفم واسط هنر مندمونو,"""تنفر"""
267,هرکی اومده ببینه سحر با تتلو ازدواج می‌کنه لایک کنه ببینه تو کامنت چی است نکنین زشته,"""غیرتنفر"""
268,آقای بیناموس تعرض عربستان به یمن و اسرائیل به فلسطین اسمش چیه عملیات ویژه یا چی,"""تنفر"""
269,اینهمه دست درازی به دختران و همینطور پسران توسط معامان و کارکنان و غیره و ذالک انجام میشه که همه شون سنهایی بسیار بالاتر از این بچه‌ها دارن راست میگن اینترنت اونا رو که مغزشون خرابه قطع کنن,"""تنفر"""
270,سلام سینا جان دراز بی خاصیت دلقک بین المللی,"""تنفر"""
271,اگه  میلیونت فیک نبودن با حاشیه تتلو آخرین پستت کم کم  میلیون بازدید یا لایک میخوردکلا خودت و پیجتو همه چیت فیکین,"""تنفر"""
272,شکر از ان ارزو در تو بازیگری اموخت من را امیدوار ایند کرد ای رهبر بچه‌های پایین شهر ما را یادت نره,"""غیرتنفر"""
273,اینم میخواد مثل دنیا جهانبخت حامله شه,"""تنفر"""
274,واقعا یه دلقک بی مزه ایی,"""تنفر"""
275,کاشکی خدا را واقعی دوست داشتن آدما,"""غیرتنفر"""
276,ناموسن پولای جمشید قاسمپورو برگردون بدبخت زندگیش پاچید,"""تنفر"""
277,یکی بیاد حال خراب منو دریابه,"""غیرتنفر"""
278,قربونش برم دستش اسیب دیده,"""غیرتنفر"""
279,اومدم کامنت‌ها رو بخونم,"""غیرتنفر"""
280,وای خدا پیشیرو اقا نوید یه پا حیوان دوست عالی خوشمان امد پرفکت,"""غیرتنفر"""
281,بابا بس کنید سحر چندشش میشه ب تتلو سلامم بده بس کنید اینا همش حاشیس خاک تو سرتون تو چطور میره با این پسر پلشت پر حاشیه,"""تنفر"""
282,چرا دیگ افکت میزاری از قیافت و رخت راضی نیستی مگ,"""تنفر"""
283,انشااللع ب پای هم پیرشین تتل بچ خوبیه فق بپاامارتووقتی جداشدین نزارتوسایتا,"""غیرتنفر"""
284,سحر نصیحتی از طرف من نزار تتلو طعمتو زیاد بچشه یکم که مزت تو زبونش تکراری شد دیگه شیرینی قبلو براش نداشته باشی ولت میکنه باهاش سلیطه باش ولی بازم امیر ارزه داره هر طعمیو میخواد اراده کنه میتونه بچشه شبا توهم زمان وقت خودتو داره هرموقع سیرت شد فیتلتو میزنه هرری میری پی کارت توهم میدونی چیکار کنی پول نداشت پیش نبودی الان یکم جییاش پرشده پیشی بعدش موقعش برسه امیر بخواد کاری بات کنه توهم میدونی باهاش چیکار کنی,"""تنفر"""
285,خدا مرگش بده بزودی انشاالله همین گوه خورد که این پست رو گرفته,"""تنفر"""
286,نوید یا گربه کدوم کوچولوئه,"""غیرتنفر"""
287,با این حساب بچه‌ی تتلو و سحر رنگین کمون میشه,"""تنفر"""
288,لیاقت تتلو خیلی بیشتر از سحره,"""تنفر"""
289,سلام سینا جون خوبی دستت درد نکنهکه خوب میکوبی تو سرشون,"""تنفر"""
290,چی میشد سحر یک سر به منم میزدی کمتر از امیر نمیدم قول قول,"""تنفر"""
291,تاج بیوش مشکوکه به کینگ,"""غیرتنفر"""
292,یه تنه گند زدی به یه سریال,"""تنفر"""
293,یادش بخیر چقدر دلم برات تنگ شده,"""غیرتنفر"""
294,الهی الهی که خوشبخت باشید و عاشق همیشه,"""غیرتنفر"""
295,مبارکه مبارک به پای هم پیر شین,"""غیرتنفر"""
296,تا حالا که حاشیه داشتی فکر میکردم تقصیر تو نیست ولی حالا که همکارت فوت کردو بجای تسلیت میای از خوشی هات استوری میکنی به این نتیجه رسیدم که واقعا احمقی و هرچی بهت میگن درسته,"""تنفر"""
297,تست ایدز بده سحر چطوری جرات میکنی بایکی مثل تتلوباشی,"""تنفر"""
298,خدا ریشه طلبه‌ها رو قطع کنه,"""تنفر"""
299,کلا به هرکی میرسی تیغش میزنی,"""تنفر"""
300,خوشبخت باشید همیشه به یاری خدا,"""غیرتنفر"""
301,دمت گرم بهم میایید ناز شصتت,"""غیرتنفر"""
302,راسته با تتلو تیک زدی یا دروغه,"""غیرتنفر"""
303,بدبخت اون شوهرت که تورو اورد تو این سینما بعد تا به جای رسیدی ازش جدا شدی لیاقت تو آدم‌های مثل خودتن,"""تنفر"""
304,خوشی باشهصدای خنده هاتون دائمی,"""غیرتنفر"""
305,گندش در اوردی رفتی خونه پسره دختر فراری جمع میکنه ریحانه پارسا کجاس,"""تنفر"""
306,شب بخیر بچه‌ها من میرم بخوابم شماهم بخوابید که میخوام کرکره کامنت رو ببندم,"""غیرتنفر"""
307,عشقتون پایدار چشم حسوداتون کور,"""غیرتنفر"""
308,دمتگرم خداوکیلی نکوار این دیوثها آوردی جلوی چشماشون,"""تنفر"""
309,سحر جان خودت رو مزحکه دست این آدم زن باز شهوت ران حرام لقمه کثیف نکن تو ایران کلی آبرو و اعتبار داری عزیزم ما همه دوستت داریم تو رو خدا تا دیر نشده برگرد,"""تنفر"""
310,زحمتکش واقعی اعضای ستاد استهلال هستن اونا دیگه اوج زحمت رو میکشن,"""تنفر"""
311,عشقتون ابدی خیلی دوست داشتنی هستین,"""غیرتنفر"""
312,این حکومت احمق اگر به معلم‌ها حد اقل بها میداد این وضعش نبود,"""تنفر"""
313,عزیزانم اینااهمش ی شایعه است,"""غیرتنفر"""
314,حوزه‌ی علمیه تاسیس شد تا حماقت بجای عقل حاکم شود,"""تنفر"""
315,میدونستی واقعا شخصیت خیانتکاری داری ذاتت کثیفع,"""تنفر"""
316,سحر قریشی بهترین بازیگر ایران,"""غیرتنفر"""
317,بهونه ایی شد واسه یاد رفیق‌های قدیمیاینم قشنگ بود,"""غیرتنفر"""
318, خانم اسماعیلیو جلوشو بگیر زریجون,"""غیرتنفر"""
319,چش سفید شدی دختر نوید خبر داره,"""غیرتنفر"""
320,پولا جمشید قاسم پور کوفتت بشه,"""تنفر"""
321,خوبه با دنیا جهانبخت ی تیم تشکیل بدین,"""غیرتنفر"""
322,کاشکی زهره فکور هم مثل این بی غیرت بود,"""تنفر"""
323,اینو پاتریک هم گفته بود مشترکه کویا,"""غیرتنفر"""
324,انفالو کنید مردم ساده اینا با این کار پول در میارن,"""غیرتنفر"""
325,از تتل بپرس نفر بعد تو کیه از الان بدونیم,"""تنفر"""
326,خدا مرگی به این شیخ‌ها بده خیلی گاه میخورن,"""تنفر"""
327,بهترین زوج سال رو معرفی میکنم,"""غیرتنفر"""
328,دوستان واقعا فکر کردید من دنباله شوهرم درست فکر کردید دنباله شوهرم,"""غیرتنفر"""
329,دوست پسر منو کو کسی ندیدتش,"""غیرتنفر"""
330,تنها عاشقانه‌ای هستین که دوستون داشتم,"""غیرتنفر"""
331,خیلی خوشگلی سحر خانوم ایشالله همیشه سلامت باشی,"""غیرتنفر"""
332,من چی بگم در وصف این همه زیبایی,"""غیرتنفر"""
333,بسوز طارمی انقدر پیشرفت کرده اون کجا تو کجا,"""تنفر"""
334,ای بابا انگار قریشی کیه بابا یه افغانیه انگار کیه مهم نیست با کی میفته هم ولایتیاش باید ناراحت بشن تموم شد و رفت,"""تنفر"""
335,گربهه رو بدید من برم,"""غیرتنفر"""
336,از تتلو مرد زندگی واستون درنمیاد حداقل تتو موقت بزنید بعدا بشه پاکش کرد,"""تنفر"""
337,نه تورو قرآن تو دیگه خودت رو دفتر نقاشی نکن,"""تنفر"""
338,زشت و بد تیپ و چیپ,"""تنفر"""
339,کنار هم هر ثانیهتون طلاست عزیزا,"""غیرتنفر"""
